28.47;980.23;-1944;152;-15656;-6;8;-4;20;29;34;20;29;34;0
28.48;980.25;-1992;108;-15540;-14;18;-20;25;30;35;21;30;35;0
28.47;980.27;-1944;152;-15728;12;16;13;25;30;35;21;30;35;0
28.46;980.26;-1964;64;-15576;25;7;-6;25;30;35;21;30;35;0
28.46;980.24;-1968;140;-15776;9;-17;7;25;30;35;21;30;35;0
28.46;980.26;-1876;8;-15740;61;-40;3;25;31;36;21;31;36;0
28.46;980.27;-1996;64;-15820;11;-8;6;25;31;36;21;31;36;0
28.45;980.26;-1968;76;-15812;-8;0;5;25;30;35;21;30;35;0
28.45;980.28;-1980;20;-15580;-7;7;3;25;30;35;21;30;35;0
28.46;980.25;-1980;40;-15656;36;-35;3;25;30;35;21;30;35;0
28.47;980.27;-1888;-12;-15660;3;-19;-2;25;30;35;21;30;35;0
28.47;980.25;-1880;52;-15624;-8;-3;16;25;30;35;21;30;35;0
28.47;980.26;-1956;104;-15600;-16;0;5;25;30;35;21;30;35;0
28.48;980.26;-2060;12;-15432;4;16;9;25;30;35;21;30;35;0
28.47;980.30;-1928;100;-15644;16;-30;4;25;31;36;21;31;36;0
28.47;980.29;-1952;120;-15704;-12;8;-3;25;31;36;21;31;36;0
28.46;980.29;-1988;116;-15764;-3;11;-21;25;30;35;21;30;35;0
28.47;980.27;-1936;136;-15468;6;-4;-1;25;30;35;21;30;35;0
28.44;980.25;-1652;88;-15760;13;12;0;25;30;35;21;30;35;0
28.43;980.24;-1812;64;-15748;-12;1;0;25;30;35;21;30;35;0
28.43;980.26;-1724;40;-15716;-13;7;10;25;30;35;21;30;35;0
28.42;980.27;-1760;168;-15848;31;-31;-3;25;30;35;21;30;35;0
28.38;980.25;-1788;144;-15672;0;-4;18;25;30;35;21;30;35;0
28.37;980.24;-1640;88;-15860;24;-34;-22;25;30;35;21;30;35;0
28.38;980.25;-1656;112;-15692;11;-21;9;25;30;35;21;30;35;0
28.37;980.25;-1684;128;-15832;-7;4;-6;25;30;35;21;30;35;0
28.38;980.24;-1644;48;-15720;10;7;9;25;30;35;21;30;35;0
28.37;980.26;-1608;116;-15716;-8;27;5;25;30;35;21;30;35;0
28.37;980.28;-1644;92;-15708;-13;13;-1;25;30;35;21;30;35;0
28.38;980.27;-1700;96;-15660;-9;17;11;25;30;35;21;30;35;0
28.36;980.31;-1640;88;-15776;-16;34;7;25;30;35;21;30;35;0
28.35;980.28;-1592;56;-15832;122;95;48;20;29;34;20;29;34;0
28.40;980.25;-1572;140;-15608;16;-24;19;25;30;35;21;30;35;0
28.45;980.23;-1668;204;-15752;-6;46;-2;25;30;35;21;30;35;0
28.47;980.25;-1500;52;-15876;-38;7;16;25;30;35;21;30;35;0
28.48;980.27;-1616;92;-15672;41;2;7;25;30;35;21;30;35;0
28.48;980.25;-1632;104;-15696;-53;56;12;25;30;35;21;30;35;0
